,ID,Name,Sex,Height,Weight,Team,Year,Sport
199470,100175,Gastn Revol,M,170.0,79.0,Argentina,2016,Rugby Sevens
199477,100181,Quentin Rew,M,174.0,60.0,New Zealand,2012,Athletics
199478,100181,Quentin Rew,M,174.0,60.0,New Zealand,2016,Athletics
199501,100192,Lucas Martn Rey,M,177.0,74.0,Argentina,2012,Hockey
199502,100192,Lucas Martn Rey,M,177.0,74.0,Argentina,2016,Hockey
199503,100193,Matas Rey,M,178.0,72.0,Argentina,2016,Hockey
199538,100212,Cristin Eduardo Reyes Troncoso,M,180.0,72.0,Chile,2012,Athletics
199540,100214,Diana Carolina Reyes Cruz,F,191.0,80.0,Puerto Rico,2016,Volleyball
199541,100215,Diego Antonio Reyes Rosales,M,190.0,66.0,Mexico,2012,Football
199547,100219,Felipe Reyes Cabaas,M,205.0,109.0,Spain,2012,Basketball
199548,100219,Felipe Reyes Cabaas,M,205.0,109.0,Spain,2016,Basketball
199554,100223,Kyle Reyes,M,183.0,99.0,Canada,2016,Judo
199559,100227,Miguel ngel Reyes Varela,M,175.0,74.0,Mexico,2016,Tennis
199569,100236,Dmitry Aleksandrovich Reykherd,M,176.0,65.0,Kazakhstan,2010,Freestyle Skiing
199570,100236,Dmitry Aleksandrovich Reykherd,M,176.0,65.0,Kazakhstan,2014,Freestyle Skiing
199572,100238,Anna Reymer,F,174.0,69.0,New Zealand,2012,Rowing
199609,100260,Judy Reynolds,F,158.0,58.0,Ireland,2016,Equestrianism
199611,100262,Kevin Reynolds,M,177.0,60.0,Canada,2014,Figure Skating
199615,100264,Kristina Joana Reynolds,F,181.0,71.0,Germany,2016,Hockey
199616,100265,Laura Reynolds,F,173.0,57.0,Ireland,2012,Athletics
199617,100266,Lauren Reynolds,F,176.0,69.0,Australia,2012,Cycling
199618,100266,Lauren Reynolds,F,176.0,69.0,Australia,2016,Cycling
199642,100281,Farzaneh Reza Soltani,F,157.0,53.0,Iran,2014,Cross Country Skiing
199655,100289,Ghasem Gholamreza Rezaei,M,185.0,100.0,Iran,2012,Wrestling
199656,100289,Ghasem Gholamreza Rezaei,M,185.0,100.0,Iran,2016,Wrestling
199664,100294,Renato Rezende,M,171.0,72.0,Brazil,2012,Cycling
199665,100294,Renato Rezende,M,171.0,72.0,Brazil,2016,Cycling
199673,100296,Magda Rezlerov,F,163.0,55.0,Czech Republic,2010,Biathlon
199680,100299,Anjelika Reznik,F,166.0,45.0,Canada,2012,Rhythmic Gymnastics
199704,100309,Eoin Rheinisch,M,182.0,73.0,Ireland,2012,Canoeing
199723,100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,163.0,82.0,United States,2012,Shooting
199725,100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,163.0,82.0,United States,2016,Shooting
199733,100319,Ben Christopher Rhodes,M,183.0,72.0,Great Britain,2012,Sailing
199750,100329,Camal Rhimov,M,178.0,74.0,Azerbaijan,2012,Equestrianism
199766,100338,Ri Hyun-Ju,M,155.0,45.0,North Korea,2012,Diving
199768,100340,Ri Jong-Myong,M,164.0,60.0,North Korea,2012,Wrestling
199777,100347,Ri Mi-Gyong,F,157.0,48.0,North Korea,2012,Table Tennis
199778,100347,Ri Mi-Gyong,F,157.0,48.0,North Korea,2016,Table Tennis
199779,100348,Ri Myong-Sun,F,163.0,53.0,North Korea,2012,Table Tennis
199781,100348,Ri Myong-Sun,F,163.0,53.0,North Korea,2016,Table Tennis
199788,100351,Ri Se-Gwang,M,155.0,54.0,North Korea,2016,Gymnastics
199801,100359,Ri Ye-Gyong,F,163.0,59.0,North Korea,2012,Football
199805,100362,Hla Riabi,F,165.0,63.0,Tunisia,2016,Wrestling
199815,100369,Ana Vanesa Rial Lpez,F,172.0,68.0,Spain,2016,Rugby Sevens
199818,100371,Espen Rian,M,177.0,69.0,Norway,2010,Nordic Combined
199823,100374,Aona Ribakova,F,176.0,63.0,Latvia,2016,Swimming
199825,100376,Carlos Motta Ribas,M,182.0,82.0,Brazil,2012,Equestrianism
199829,100379,Ricardo Domingos Pires Ribas,M,179.0,69.0,Portugal,2016,Athletics
199859,100392,Gilvan Bitencourt Ribeiro,M,180.0,83.0,Brazil,2016,Canoeing
199864,100394,Joo Lus Peixoto Ribeiro,M,184.0,87.0,Portugal,2016,Canoeing
199902,100407,Leandro de Carvalho Pinto Ribela,M,184.0,81.0,Brazil,2010,Cross Country Skiing
199903,100407,Leandro de Carvalho Pinto Ribela,M,184.0,81.0,Brazil,2014,Cross Country Skiing
199913,100412,Mara Ribera Garca,F,172.0,76.0,Spain,2016,Rugby Sevens
199916,100415,Florent Ribet,M,183.0,96.0,France-1,2014,Bobsleigh
199954,100424,Simplice Ribouem,M,173.0,94.0,Australia,2016,Weightlifting
199957,100427,Vincent Daniel Jean-Paul Ricard,M,189.0,95.0,France-2,2014,Bobsleigh
199960,100429,"Ricardo ""Ricardinho"" Bermudez Garcia",M,191.0,90.0,Brazil,2012,Volleyball
199964,100430,Ricardo Alex Costa Santos,M,200.0,102.0,Brazil-2,2012,Beach Volleyball
199977,100435,Alberto Ricchetti,M,186.0,88.0,Italy,2016,Canoeing
199982,100438,Aluan Ricciardi,M,188.0,87.0,France,2010,Snowboarding
199991,100444,Guido Riccobelli,M,185.0,86.0,Argentina,2012,Handball
200013,100455,"Stephanie Louise ""Steph"" Rice",F,176.0,67.0,Australia,2012,Swimming
200038,100466,Cyprien Richard,M,177.0,78.0,France,2010,Alpine Skiing
200040,100468,Maxime Richard,M,178.0,75.0,Belgium,2012,Canoeing
200090,100496,Kristi Richards,F,157.0,57.0,Canada,2010,Freestyle Skiing
200091,100497,Micah Lincoln Richards,M,180.0,82.0,Great Britain,2012,Football
200093,100499,"Michael ""Mike"" Richards",M,180.0,88.0,Canada,2010,Ice Hockey
200095,100501,O'Dayne Richards,M,177.0,120.0,Jamaica,2016,Athletics
200108,100506,Samantha Richards,F,170.0,64.0,Australia,2012,Basketball
200128,100515,Jonelle Richards-Price,F,162.0,57.0,New Zealand,2012,Equestrianism
200130,100515,Jonelle Richards-Price,F,162.0,57.0,New Zealand,2016,Equestrianism
200136,100516,Sanya Richards-Ross,F,173.0,62.0,United States,2012,Athletics
200140,100518,Alice Peta Richardson,F,172.0,69.0,Great Britain,2016,Rugby Sevens
200159,100533,Heather Lynn Richardson (-Bergsma),F,178.0,70.0,United States,2010,Speed Skating
200162,100533,Heather Lynn Richardson (-Bergsma),F,178.0,70.0,United States,2014,Speed Skating
200177,100537,Jason Alexander Richardson,M,188.0,77.0,United States,2012,Athletics
200196,100543,Kaylin Lorraine Richardson,F,178.0,68.0,United States,2010,Alpine Skiing
200248,100566,Helen Richardson-Walsh,F,165.0,55.0,Great Britain,2012,Hockey
200249,100566,Helen Richardson-Walsh,F,165.0,55.0,Great Britain,2016,Hockey
200252,100567,"Kathrin Louise ""Kate"" Richardson-Walsh",F,171.0,66.0,Great Britain,2012,Hockey
200253,100567,"Kathrin Louise ""Kate"" Richardson-Walsh",F,171.0,66.0,Great Britain,2016,Hockey
200254,100568,Jan Olof Daniel Richardsson,M,192.0,85.0,Sweden,2010,Cross Country Skiing
200258,100568,Jan Olof Daniel Richardsson,M,192.0,85.0,Sweden,2014,Cross Country Skiing
200289,100582,Maximiliano Ariel Richeze,M,177.0,70.0,Argentina,2012,Cycling
200290,100582,Maximiliano Ariel Richeze,M,177.0,70.0,Argentina,2016,Cycling
200298,100588,Joshua Richmond,M,188.0,91.0,United States,2012,Shooting
200299,100588,Joshua Richmond,M,188.0,91.0,United States,2016,Shooting
200339,100602,Elena Richter,F,174.0,67.0,Germany,2012,Archery
200351,100610,Julia Richter,F,175.0,71.0,Germany,2012,Rowing
200364,100618,Sergey Richter,M,180.0,83.0,Israel,2012,Shooting
200366,100618,Sergey Richter,M,180.0,83.0,Israel,2016,Shooting
200404,100631,Brenton Scott Rickard,M,194.0,92.0,Australia,2012,Swimming
200413,100633,Malle Danica Ricker,F,169.0,63.0,Canada,2010,Snowboarding
200414,100633,Malle Danica Ricker,F,169.0,63.0,Canada,2014,Snowboarding
200446,100655,"Michael ""Mike"" Riddle",M,182.0,82.0,Canada,2014,Freestyle Skiing
200472,100673,Claudia Riechsteiner,F,167.0,65.0,Switzerland,2010,Ice Hockey
200498,100687,Emanuel Rieder,M,179.0,82.0,Italy,2014,Luge
200510,100692,Ludwig Rieder,M,191.0,75.0,Italy-2,2014,Luge
200521,100698,Sven Riederer,M,182.0,69.0,Switzerland,2012,Triathlon
200522,100698,Sven Riederer,M,182.0,69.0,Switzerland,2016,Triathlon
200546,100714,Linn-Kristin Ullevoldster Riegelhuth Koren,F,175.0,66.0,Norway,2012,Handball
200547,100714,Linn-Kristin Ullevoldster Riegelhuth Koren,F,175.0,66.0,Norway,2016,Handball
200568,100726,Claudia Riegler,F,168.0,70.0,Austria,2010,Snowboarding
200569,100726,Claudia Riegler,F,168.0,70.0,Austria,2014,Snowboarding
200583,100735,Jonathan Riekmann,M,192.0,74.0,Brazil,2016,Athletics
200587,100738,Karolina Riemen,F,176.0,71.0,Poland,2010,Freestyle Skiing
200588,100738,Karolina Riemen,F,176.0,71.0,Poland,2014,Freestyle Skiing
200592,100741,Mariya Vitalivna Riemien,F,171.0,61.0,Ukraine,2012,Athletics
200594,100741,Mariya Vitalivna Riemien,F,171.0,61.0,Ukraine,2016,Athletics
200604,100742,Mara Jos Rienda Contreras,F,167.0,66.0,Spain,2010,Alpine Skiing
200606,100744,Vincent Riendeau,M,178.0,68.0,Canada,2016,Diving
200617,100750,Lola Riera Zuzuarregui,F,172.0,74.0,Spain,2016,Hockey
200626,100758,Susanne Riesch,F,179.0,80.0,Germany,2010,Alpine Skiing
200632,100764,Fabian Riele,M,172.0,62.0,Germany,2014,Nordic Combined
200655,100777,Sofia Riga,F,154.0,46.0,Greece,2016,Athletics
200656,100778,Kevin Esteve Rigail,M,180.0,80.0,Andorra,2010,Alpine Skiing
200659,100778,Kevin Esteve Rigail,M,180.0,80.0,Andorra,2014,Alpine Skiing
200674,100784,Elisa Rigaudo,F,168.0,53.0,Italy,2012,Athletics
200675,100784,Elisa Rigaudo,F,168.0,53.0,Italy,2016,Athletics
200719,100805,Natacha Rigobert,F,180.0,75.0,Mauritius,2012,Beach Volleyball
200737,100816,Marc Rigouts,M,183.0,79.0,Belgium,2012,Equestrianism
200772,100834,Pramila Rijal,F,155.0,54.0,Nepal,2012,Athletics
200775,100836,Frank Rijken,M,169.0,67.0,Netherlands,2016,Gymnastics
200799,100845,Anne Maria Kristiina Rikala,F,170.0,67.0,Finland,2012,Canoeing
200808,100852,"Alexandra Lowe ""Ali"" Riley",F,163.0,57.0,New Zealand,2012,Football
200809,100852,"Alexandra Lowe ""Ali"" Riley",F,163.0,57.0,New Zealand,2016,Football
200810,100853,Andrew Riley,M,185.0,82.0,Jamaica,2012,Athletics
200811,100853,Andrew Riley,M,185.0,82.0,Jamaica,2016,Athletics
200840,100873,Rim Jong-Sim,F,162.0,75.0,North Korea,2012,Weightlifting
200841,100873,Rim Jong-Sim,F,162.0,75.0,North Korea,2016,Weightlifting
200844,100876,Hari Kumar Rimal,M,166.0,59.0,Nepal,2016,Athletics
200855,100883,Michael John Rimmer,M,182.0,66.0,Great Britain,2012,Athletics
200856,100883,Michael John Rimmer,M,182.0,66.0,Great Britain,2016,Athletics
200870,100888,Donata Rimait,F,176.0,62.0,Russia,2016,Modern Pentathlon
200871,100889,Vilma Rimait,F,169.0,74.0,Lithuania,2012,Cycling
200873,100891,Claudio Rinaldi,M,181.0,71.0,Italy,2010,Short Track Speed Skating
200878,100895,Tommaso Rinaldi,M,181.0,78.0,Italy,2012,Diving
200882,100899,Hazleydi Yoreli Rincn Torres,F,168.0,56.0,Colombia,2012,Football
200884,100900,Roger Rinderknecht,M,186.0,83.0,Switzerland,2012,Cycling
200886,100902,Anne-Marie Rindom,F,170.0,68.0,Denmark,2012,Sailing
200887,100902,Anne-Marie Rindom,F,170.0,68.0,Denmark,2016,Sailing
200891,100905,Teddy Pierre-Marie Riner,M,203.0,139.0,France,2012,Judo
200892,100905,Teddy Pierre-Marie Riner,M,203.0,139.0,France,2016,Judo
200900,100913,Richard Ringer,M,182.0,62.0,Germany,2016,Athletics
200919,100919,Anna Ringsred,F,163.0,59.0,United States,2014,Speed Skating
200928,100925,Graeme Rinholm,M,176.0,91.0,Canada-3,2014,Bobsleigh
200950,100937,Fanny Rinne,F,178.0,64.0,Germany,2012,Hockey
200957,100942,Pandelela Rinong anak Pamg,F,159.0,55.0,Malaysia,2012,Diving
200960,100942,Pandelela Rinong anak Pamg,F,159.0,55.0,Malaysia,2016,Diving
201001,100966,Kevin Daniel Rios Quintana,M,183.0,73.0,Colombia,2012,Cycling
201018,100976,Marie Riou,F,171.0,68.0,France,2012,Sailing
201019,100976,Marie Riou,F,171.0,68.0,France,2016,Sailing
201021,100978,Nicola Ripamonti,M,178.0,81.0,Italy,2016,Canoeing
201027,100982,Jacques Riparelli,M,183.0,80.0,Italy,2012,Athletics
201031,100986,Cassio Cesar de Mello Rippel,M,193.0,95.0,Brazil,2016,Shooting
201037,100988,"Melissa ""Mel"" Rippon",F,169.0,70.0,Australia,2012,Water Polo
201061,101004,"Jeffrey ""Jeff"" Riseley",M,192.0,74.0,Australia,2012,Athletics
201062,101004,"Jeffrey ""Jeff"" Riseley",M,192.0,74.0,Australia,2016,Athletics
201065,101007,Shira Rishony,F,150.0,48.0,Israel,2016,Judo
201098,101026,Jenny Rissveds,F,165.0,55.0,Sweden,2016,Cycling
201107,101030,Hristina Risteska,F,168.0,60.0,Macedonia,2012,Athletics
201108,101031,Antonio Ristevski,M,180.0,84.0,Macedonia,2010,Alpine Skiing
201110,101031,Antonio Ristevski,M,180.0,84.0,Macedonia,2014,Alpine Skiing
201113,101033,Milan Risti,M,188.0,83.0,Serbia,2016,Athletics
201115,101035,Anelko Ristievi,M,191.0,78.0,Serbia,2016,Athletics
201133,101041,va Risztov,F,173.0,72.0,Hungary,2012,Swimming
201137,101041,va Risztov,F,173.0,72.0,Hungary,2016,Swimming
201150,101048,Sofia Julia Rito Enocksson,F,155.0,52.0,Uruguay,2016,Weightlifting
201196,101063,Martina Ritter,F,174.0,59.0,Austria,2016,Cycling
201227,101070,Saulius Ritter,M,202.0,110.0,Lithuania,2012,Rowing
201228,101070,Saulius Ritter,M,202.0,110.0,Lithuania,2016,Rowing
201235,101075,Taylor Ritzel,F,188.0,84.0,United States,2012,Rowing
201240,101077,Dathan James Ritzenhein,M,173.0,55.0,United States,2012,Athletics
201260,101087,Sergio Riva,M,180.0,90.0,Italy-2,2010,Bobsleigh
201272,101094,Arturo Rivarola Trappe,M,183.0,80.0,Paraguay,2016,Rowing
201275,101097,Betsi Gabriela Rivas Arteaga,F,147.0,48.0,Venezuela,2012,Weightlifting
201278,101099,Claudia Rivas Vega,F,171.0,56.0,Mexico,2012,Triathlon
201279,101099,Claudia Rivas Vega,F,171.0,56.0,Mexico,2016,Triathlon
201292,101105,Lina Marcela Rivas Ordez,F,159.0,58.0,Colombia,2012,Weightlifting
201293,101105,Lina Marcela Rivas Ordez,F,159.0,58.0,Colombia,2016,Weightlifting
201305,101113,Wileixis de Jess Rivas Espinoza,M,165.0,60.0,Venezuela,2012,Wrestling
201306,101113,Wileixis de Jess Rivas Espinoza,M,165.0,60.0,Venezuela,2016,Wrestling
201307,101114,Yeison Javier Rivas Rivas,M,173.0,66.0,Colombia,2016,Athletics
201314,101120,Edgar Alejandro Rivera Morales,M,191.0,80.0,Mexico,2016,Athletics
201317,101123,Evelin Rivera Blanquet,F,157.0,54.0,Colombia,2016,Athletics
201351,101135,Luis Alberto Rivera Morales,M,183.0,79.0,Mexico,2012,Athletics
201356,101138,Mario Lus Rivera Snchez,M,180.0,92.0,Cuba,2016,Volleyball
201360,101140,Prisilla Altagracia Rivera Brens,F,186.0,70.0,Dominican Republic,2012,Volleyball
201379,101150,Claudia Rivero Modenesi,F,163.0,58.0,Peru,2012,Badminton
201390,101157,Brbara Catalina Riveros Daz,F,157.0,46.0,Chile,2012,Triathlon
201391,101157,Brbara Catalina Riveros Daz,F,157.0,46.0,Chile,2016,Triathlon
201392,101158,Karen Nathalia Riveros Schulz,F,170.0,66.0,Paraguay,2012,Swimming
201393,101158,Karen Nathalia Riveros Schulz,F,170.0,66.0,Paraguay,2016,Swimming
201396,101160,Megan Rivers,F,164.0,65.0,Australia,2012,Hockey
201404,101166,Cassio Rivetti,M,175.0,65.0,Ukraine,2012,Equestrianism
201406,101166,Cassio Rivetti,M,175.0,65.0,Ukraine,2016,Equestrianism
201415,101171,Neta Rivkin,F,170.0,50.0,Israel,2012,Rhythmic Gymnastics
201416,101171,Neta Rivkin,F,170.0,50.0,Israel,2016,Rhythmic Gymnastics
201429,101178,Matteo Rivolta,M,193.0,83.0,Italy,2012,Swimming
201431,101178,Matteo Rivolta,M,193.0,83.0,Italy,2016,Swimming
201432,101179,Viniana Naisaluwaki Riwai,F,165.0,70.0,Fiji,2016,Rugby Sevens
201434,101180,Mariette Rix,F,166.0,63.0,South Africa,2012,Hockey
201454,101183,Hanna Serhivna Rizatdinova,F,173.0,49.0,Ukraine,2012,Rhythmic Gymnastics
201455,101183,Hanna Serhivna Rizatdinova,F,173.0,49.0,Ukraine,2016,Rhythmic Gymnastics
201466,101190,Anton Yordanov Rizov,M,170.0,75.0,Bulgaria,2012,Shooting
201469,101190,Anton Yordanov Rizov,M,170.0,75.0,Bulgaria,2016,Shooting
201478,101195,Manfredi Rizza,M,174.0,75.0,Italy,2016,Canoeing
201479,101196,Martina Rizzelli,F,153.0,47.0,Italy,2016,Gymnastics
201503,101207,Tatiana Soledad Rizzo,F,178.0,64.0,Argentina,2016,Volleyball
201506,101210,Momir Rni,M,197.0,104.0,Serbia,2012,Handball
201512,101213,Ro Chol-Ok,F,171.0,65.0,North Korea,2012,Football
201514,101215,Andrs Felipe Roa Estrada,M,175.0,68.0,Colombia,2016,Football
201518,101219,Aidan Joseph Roach,M,187.0,88.0,Australia,2012,Water Polo
201519,101219,Aidan Joseph Roach,M,187.0,88.0,Australia,2016,Water Polo
201530,101225,Michelle Roark,F,152.0,48.0,United States,2010,Freestyle Skiing
201538,101230,Karol Robak,M,186.0,70.0,Poland,2016,Taekwondo
201539,101231,Chris Robanske,M,180.0,83.0,Canada,2014,Snowboarding
201540,101232,Mitja Robar,M,176.0,85.0,Slovenia,2014,Ice Hockey
201541,101233,Sandra Robatscher,F,171.0,64.0,Italy,2014,Luge
201559,101242,Karien Robbers,F,180.0,68.0,Netherlands,2016,Rowing
201580,101254,Franois-Olivier Roberge,M,186.0,86.0,Canada,2010,Speed Skating
201583,101255,Kalyna Roberge,F,160.0,49.0,Canada,2010,Short Track Speed Skating
201638,101273,Mlina Robert-Michon,F,180.0,85.0,France,2012,Athletics
201639,101273,Mlina Robert-Michon,F,180.0,85.0,France,2016,Athletics
201672,101292,Gil Roberts,M,188.0,82.0,United States,2016,Athletics
201676,101294,Iain Roberts,M,178.0,76.0,New Zealand,2010,Skeleton
201682,101298,James Roberts,M,194.0,90.0,Australia,2012,Swimming
201684,101298,James Roberts,M,194.0,90.0,Australia,2016,Swimming
201690,101300,Jamina Caroline Roberts,F,176.0,67.0,Sweden,2012,Handball
201691,101300,Jamina Caroline Roberts,F,176.0,67.0,Sweden,2016,Handball
201699,101307,"Kate ""Katie"" Roberts",F,162.0,54.0,South Africa,2012,Triathlon
201700,101308,Kelsey-Lee Roberts,F,175.0,70.0,Australia,2016,Athletics
201719,101314,"Nathan ""Nate"" Roberts",M,178.0,75.0,United States,2010,Freestyle Skiing
201720,101315,Nathan Roberts,M,199.0,90.0,Australia,2012,Volleyball
201722,101316,Niall Roberts,M,177.0,75.0,Guyana,2012,Swimming
201738,101322,Samantha Roberts,F,172.0,64.0,Antigua and Barbuda,2016,Swimming
201765,101332,Wesley Tikiariki Roberts,M,188.0,74.0,Cook Islands,2016,Swimming
201766,101333,Wynn Andrew  Roberts,M,185.0,82.0,United States,2010,Biathlon
201777,101339,Brook Robertson,M,194.0,95.0,New Zealand,2016,Rowing
201815,101359,Josef Robertson,M,176.0,73.0,Jamaica,2012,Athletics
201843,101367,Mark Robertson,M,189.0,96.0,Great Britain,2016,Rugby Sevens
201848,101371,"Michael ""Mike"" Robertson",M,185.0,83.0,Canada,2010,Snowboarding
201867,101381,Ricky Robertson,M,180.0,75.0,United States,2016,Athletics
201877,101388,Zane Robertson,M,185.0,62.0,New Zealand,2016,Athletics
201888,101392,Ricardo Antonio Roberty Moreno,M,172.0,74.0,Venezuela,2012,Wrestling
201898,101395,Audrey Robichaud,F,155.0,59.0,Canada,2014,Freestyle Skiing
201903,101397,Mlanie Robillard,F,168.0,57.0,Germany,2010,Curling
201938,101419,Brett Robinson,M,176.0,60.0,Australia,2016,Athletics
201941,101421,Byron Robinson,M,175.0,75.0,United States,2016,Athletics
201951,101426,Dallas Robinson,M,193.0,104.0,United States-3,2014,Bobsleigh
201952,101426,Dallas Robinson,M,193.0,104.0,United States-2,2014,Bobsleigh
201966,101435,Emma Robinson,F,180.0,72.0,New Zealand,2016,Swimming
201976,101441,Glen Robinson,M,188.0,90.0,Great Britain,2012,Water Polo
201989,101450,"Jonathan ""Jonty"" Robinson",M,171.0,74.0,South Africa,2012,Hockey
201995,101452,"Joshua ""Josh"" Robinson",M,187.0,92.0,Australia,2016,Athletics
201996,101453,Kathryn Robinson,F,179.0,58.0,Canada,2016,Equestrianism
201998,101454,Kelsey Robinson,F,188.0,70.0,United States,2016,Volleyball
202000,101455,Khadevis Kekoai Tobi Robinson,M,185.0,72.0,United States,2012,Athletics
202033,101472,"Nicholas ""Nick"" Robinson-Baker",M,175.0,74.0,Great Britain,2012,Diving
202053,101483,Dayron Robles Planes,M,191.0,80.0,Cuba,2012,Athletics
202059,101488,Sarah Elizabeth Robles,F,178.0,141.0,United States,2012,Weightlifting
202060,101488,Sarah Elizabeth Robles,F,178.0,141.0,United States,2016,Weightlifting
202070,101494,Juliane Robra,F,178.0,70.0,Switzerland,2012,Judo
202077,101497,Laura Robson,F,180.0,62.0,Great Britain,2012,Tennis
202079,101497,Laura Robson,F,180.0,62.0,Great Britain-2,2012,Tennis
202098,101506,Marc Roca Barcel,M,188.0,92.0,Spain,2016,Water Polo
202108,101513,Albert Rocas Comas,M,188.0,84.0,Spain,2012,Handball
202138,101530,Bernardo Reis Lopes Rocha,M,181.0,95.0,Brazil,2016,Water Polo
202139,101531,Carla Salom Rocha,F,157.0,46.0,Portugal,2016,Athletics
202140,101532,Francielle Gomes da Rocha,F,166.0,58.0,Brazil,2016,Handball
202150,101539,Samira Pereira da Silva Rocha,F,170.0,64.0,Brazil,2012,Handball
202151,101539,Samira Pereira da Silva Rocha,F,170.0,64.0,Brazil,2016,Handball
202152,101540,Solonei Rocha da Silva,M,172.0,65.0,Brazil,2016,Athletics
202165,101545,Laurence Rochat,F,176.0,61.0,Switzerland,2010,Cross Country Skiing
202193,101558,Nicholas Roche,M,178.0,70.0,Ireland,2012,Cycling
202194,101558,Nicholas Roche,M,178.0,70.0,Ireland,2016,Cycling
202202,101565,Tas de Morais Rochel,F,165.0,61.0,Brazil,2016,Fencing
202210,101569,Joannie Rochette,F,160.0,53.0,Canada,2010,Figure Skating
202227,101573,Olga Vladimirovna Rocheva (Moskalenko-),F,178.0,65.0,Russia,2010,Cross Country Skiing
202231,101574,Ika Yuliana Rochmawati,F,165.0,52.0,Indonesia,2012,Archery
202232,101574,Ika Yuliana Rochmawati,F,165.0,52.0,Indonesia,2016,Archery
202239,101576,Olivier Laurent Pierre Rochus,M,166.0,63.0,Belgium,2012,Tennis
202246,101580,Michael Paul Rock,M,178.0,79.0,Great Britain,2012,Swimming
202276,101596,Carmen Elisa Rodallega,F,159.0,56.0,Colombia,2012,Football
202282,101600,Manuel Rodas Ochoa,M,171.0,67.0,Guatemala,2012,Cycling
202283,101600,Manuel Rodas Ochoa,M,171.0,67.0,Guatemala,2016,Cycling
202289,101602,"Andrew Stephen ""Andy"" Roddick",M,187.0,89.0,United States,2012,Tennis
202290,101602,"Andrew Stephen ""Andy"" Roddick",M,187.0,89.0,United States-2,2012,Tennis
202297,101607,Roberts Rode,M,182.0,83.0,Latvia,2010,Alpine Skiing
202299,101607,Roberts Rode,M,182.0,83.0,Latvia,2014,Alpine Skiing
202302,101608,Ana Veronica Rodean,F,170.0,55.0,Romania,2016,Athletics
202332,101625,Beth Clare Rodford,F,178.0,77.0,Great Britain,2012,Rowing
202336,101628,Sebastian William Gregory Rodger,M,180.0,68.0,Great Britain,2016,Athletics
202340,101632,"Michael ""Mike"" Rodgers",M,175.0,81.0,United States,2016,Athletics
202342,101634,Justin Rodhe,M,183.0,127.0,Canada,2012,Athletics
202353,101638,Nicola Rodigari,M,171.0,71.0,Italy,2010,Short Track Speed Skating
202357,101638,Nicola Rodigari,M,171.0,71.0,Italy,2014,Short Track Speed Skating
202358,101639,Alexander Rdiger,M,183.0,95.0,Germany-1,2010,Bobsleigh
202359,101639,Alexander Rdiger,M,183.0,95.0,Germany-3,2014,Bobsleigh
202360,101639,Alexander Rdiger,M,183.0,95.0,Germany-1,2014,Bobsleigh
202368,101645,Valentina Rodini,F,167.0,54.0,Italy,2016,Rowing
202373,101648,Aleksandra Vasilyevna Rodionova,F,172.0,66.0,Russia,2010,Luge
202374,101649,Anastasia Rodionova,F,167.0,59.0,Australia-1,2012,Tennis
202375,101649,Anastasia Rodionova,F,167.0,59.0,Australia-2,2016,Tennis
202376,101650,Arina Rodionova,F,168.0,60.0,Australia-2,2016,Tennis
202379,101652,Yuliya Sergeyevna Rodionova,F,176.0,59.0,Kazakhstan,2010,Freestyle Skiing
202385,101657,David Rodman,M,185.0,83.0,Slovenia,2014,Ice Hockey
202386,101658,Marcel Rodman,M,186.0,85.0,Slovenia,2014,Ice Hockey
202388,101660,Brendon Rodney,M,195.0,80.0,Canada,2016,Athletics
202402,101667,"Rodrigo ""Rodrigo"" Santana",M,205.0,85.0,Brazil,2012,Volleyball
202403,101668,Rodrigo Moreno Machado,M,182.0,79.0,Spain,2012,Football
202404,101669,Rodrigo Caio Coquette Russo,M,182.0,70.0,Brazil,2016,Football
202405,101670,Rodrigo Dourado Cunha,M,186.0,79.0,Brazil,2016,Football
202411,101674,Ana Pinho de Pinto Rodrigues,F,173.0,58.0,Portugal,2012,Swimming
202426,101678,Danny Pinheiro Rodrigues,M,161.0,57.0,France,2016,Gymnastics
202432,101679,Helena Isabel Neves Reinold Rodrigues,F,162.0,60.0,Portugal,2012,Canoeing
202433,101680,Henrique Cavalcanti Rodrigues,M,194.0,88.0,Brazil,2012,Swimming
202434,101680,Henrique Cavalcanti Rodrigues,M,194.0,88.0,Brazil,2016,Swimming
202435,101681,Irina Cristiana Carreira Rodrigues,F,183.0,95.0,Portugal,2012,Athletics
202444,101684,Joo Filipe Gaspar Rodrigues,M,179.0,73.0,Portugal,2012,Sailing
202445,101684,Joo Filipe Gaspar Rodrigues,M,179.0,73.0,Portugal,2016,Sailing
202448,101686,Joice Rodrigues de Souza,F,176.0,65.0,Brazil,2012,Basketball
202449,101686,Joice Rodrigues de Souza,F,176.0,65.0,Brazil,2016,Basketball
202503,101706,lvaro Rodrguez Melero,M,179.0,68.0,Spain,2012,Athletics
202506,101708,Amy Joy Rodriguez (-Shilling),F,163.0,66.0,United States,2012,Football
202512,101711,ngel David Rodrguez Garca,M,178.0,66.0,Spain,2012,Athletics
202521,101716,Arley Jos Rodrguez Henry,M,176.0,70.0,Colombia,2016,Football
202531,101720,Berta Antonia Rodrguez Olate,F,155.0,53.0,Chile,2012,Table Tennis
202541,101725,Carol Ann Rodrguez Taylor,F,175.0,65.0,Puerto Rico,2012,Athletics
